contract_address,chain,protocol,method_id,method,avg_non_null_user_balance,absolute_executions,%,cum %
0xd5ff53f48f14e9409b581e41a4cddfe0e97dc724,avax,,0x64617461,,526.7767568,32520,16.74%,16.74%
0x0a88bc5c32b684d467b43c06d9e0899efeaf59df,arb,,0x64617461,,51197.5222,24741,12.74%,29.48%
0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,eth,,0x3593564c,,124644.1035,5669,2.92%,32.40%
0xcec194faf347ada0ef95b943ac86504e899873af,avax,,0x64617461,,38.86,5598,2.88%,35.28%
0xdac17f958d2ee523a2206206994597c13d831ec7,eth,,0xa9059cbb,,327993.684,4347,2.24%,37.52%
0x5d775caa7a0a56cd2d56a480b0f92e3900fe9722,eth,,0x21ea0c37,,36466.64,3231,1.66%,39.18%
0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,base,,0x3593564c,,124644.1035,2188,1.13%,40.31%
0xaf88d065e77c8cc2239327c5edb3a432268e5831,arb,,0x095ea7b3,,311763.306,1302,0.67%,40.98%
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,eth,,0xa9059cbb,,549954.587,1228,0.63%,41.61%
0xb6b7f69411294ffea25a44610c0f22c3544d5d69,bsc,,0x21ea0c37,,36466.64,1165,0.60%,42.21%
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,eth,,0x095ea7b3,,349707.2248,1044,0.54%,42.75%
0xa80eede0d0518777201b52ac9fe484c296998549,eth,,0x4d474898,,435912.52,977,0.50%,43.25%
0x90c8e0f9441b6045b99c9f90aa4812f6ff26bbb1,eth,,0x21ea0c37,,36466.64,952,0.49%,43.74%
0x084eff3d20b648e81c7c99cc09b19055c3ebae03,op,,0x608d60eb,,1362627.95,916,0.47%,44.22%
0x0000000000a39bb272e79075ade125fd351887ac,eth,,0xd0e30db0,,77304.22881,911,0.47%,44.69%
0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,eth,,0xda815cb5,,82002.70662,827,0.43%,45.11%
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,eth,,0xd0e30db0,,459763.0515,797,0.41%,45.52%
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,arb,,0x095ea7b3,,221239.3192,758,0.39%,45.91%
0x13f4ea83d0bd40e75c8222255bc855a974568dd4,bsc,,0x5ae401dc,,127152.331,753,0.39%,46.30%
0x1111111254eeb25477b68fb85ed929f73a960582,eth,,0xe449022e,,427128.3733,746,0.38%,46.68%
0x1111111254eeb25477b68fb85ed929f73a960582,eth,,0x12aa3caf,,422381.7508,719,0.37%,47.05%
0xbaf9c8ce65ffdf20019d5bfe980de8bc905db44e,eth,,0x21ea0c37,,36466.64,713,0.37%,47.42%
0xaf88d065e77c8cc2239327c5edb3a432268e5831,arb,,0xa9059cbb,,173411.237,683,0.35%,47.77%
0x5155704bb41fde152ad3e1ae402e8e8b9ba335d3,zksync,,0xa2a9539c,,57462.1606,666,0.34%,48.12%
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,eth,,0x095ea7b3,,353046.3749,644,0.33%,48.45%
0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,eth,,0xa9059cbb,,5978287.007,621,0.32%,48.77%
0xe73d53e3a982ab2750a0b76f9012e18b256cc243,eth,,0x1249c58b,,273340.7433,577,0.30%,49.06%
0xdac17f958d2ee523a2206206994597c13d831ec7,eth,,0x095ea7b3,,405963.5755,563,0.29%,49.35%
0x1111111254eeb25477b68fb85ed929f73a960582,arb,,0x12aa3caf,,422381.7508,562,0.29%,49.64%
0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,arb,,0x095ea7b3,,244300.5226,557,0.29%,49.93%
0x0000000000a39bb272e79075ade125fd351887ac,eth,,0x2e1a7d4d,,148712.9916,534,0.27%,50.20%
0xec8b0f7ffe3ae75d7ffab09429e3675bb63503e4,base,,0x3593564c,,198927.9587,520,0.27%,50.47%
0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,base,,0x095ea7b3,,569262.5064,505,0.26%,50.73%
0x9b5def958d0f3b6955cbea4d5b7809b2fb26b059,zksync,,0xd7570e45,,182417.7456,499,0.26%,50.99%
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,arb,,0x54e3f31b,,429035.86,477,0.25%,51.23%
0x55d398326f99059ff775485246999027b3197955,bsc,,0x095ea7b3,,218495.7383,469,0.24%,51.48%
0x3355df6d4c9c3035724fd0e3914de96a5a83aaf4,zksync,,0x095ea7b3,,332943.9985,467,0.24%,51.72%
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,arb,,0x095ea7b3,,565121.8891,450,0.23%,51.95%
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,eth,,0x2e1a7d4d,,445000.4726,435,0.22%,52.17%
0x1111111254eeb25477b68fb85ed929f73a960582,eth,,0x0502b1c5,,506643.8184,427,0.22%,52.39%
0xcf77a3ba9a5ca399b7c97c74d54e5b1beb874e43,base,,0xcac88ea9,,713919.1083,418,0.22%,52.61%
0x5e325eda8064b456f4781070c0738d849c824258,arb,,0x3593564c,,143050.974,411,0.21%,52.82%
0x19ceead7105607cd444f5ad10dd51356436095a1,base,,0x83bd37f9,,1348219.616,410,0.21%,53.03%
0xf5e67261cb357edb6c7719fefafaab280cb5e2a6,zksync,,0xd3115a8a,,1149519.425,398,0.20%,53.24%
0x1111111254eeb25477b68fb85ed929f73a960582,arb,,0xe449022e,,427128.3733,391,0.20%,53.44%
0x01783cbc4e3b7579ca2b2692774f3eace0f611ee,base,,0x21ea0c37,,36466.64,386,0.20%,53.64%
0x0f3284bfebc5f55b849c8cf792d39cc0f729e0bc,matic,,0x2c29f64e,,48841.355,379,0.20%,53.83%
0x55d398326f99059ff775485246999027b3197955,bsc,,0xa9059cbb,,120756.4663,378,0.19%,54.03%
0x6131b5fae19ea4f9d964eac0408e4408b66337b5,base,,0xe21fd0e9,,443918.0147,370,0.19%,54.22%
0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,arb,,0xa9059cbb,,212260.6126,358,0.18%,54.40%
0xa669e7a0d4b3e4fa48af2de86bd4cd7126be4e13,arb,,0x83bd37f9,,1077133.31,350,0.18%,54.58%
0x754e78bc0f7b487d304552810a5254497084970c,matic,,0x0c01a2fd,,30876.5182,349,0.18%,54.76%
0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,eth,,0x7034d120,,214776.6072,349,0.18%,54.94%
0xde342a3e269056fc3305f9e315f4c40d917ba521,eth,,0xa9059cbb,,3404573,340,0.18%,55.11%
0x912ce59144191c1204e64559fe8253a0e49e6548,arb,,0x095ea7b3,,571285.551,325,0.17%,55.28%
0x00000f312c54d0dd25888ee9cdc3dee988700000,eth,,0x065573f8,,36466.64,306,0.16%,55.44%
0xdef1c0ded9bec7f1a1670819833240f027b25eff,eth,,0xd9627aa4,,764420.921,303,0.16%,55.60%
0x6131b5fae19ea4f9d964eac0408e4408b66337b5,arb,,0xe21fd0e9,,443918.0147,303,0.16%,55.75%
0xec8b0f7ffe3ae75d7ffab09429e3675bb63503e4,arb,,0x3593564c,,198927.9587,302,0.16%,55.91%
0xc36442b4a4522e871399cd717abdd847ab11fe88,eth,,0xac9650d8,,759350.3679,301,0.15%,56.06%
0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,base,,0x095ea7b3,,322831.0076,301,0.15%,56.22%
0x7f5c764cbc14f9669b88837ca1490cca17c31607,op,,0x095ea7b3,,314635.8401,300,0.15%,56.37%
0x6131b5fae19ea4f9d964eac0408e4408b66337b5,eth,,0xe21fd0e9,,443918.0147,296,0.15%,56.52%
0xc5cb997016c9a3ac91cbe306e59b048a812c056f,linea,,0xa2a9539c,,66004.61545,292,0.15%,56.67%
0x9d4736ec60715e71afe72973f7885dcbc21ea99b,op,,0x379607f5,,1585671.041,290,0.15%,56.82%
0x0988121b264b3aa2072072176f491f66232362cb,matic,,0x21ea0c37,,36466.64,288,0.15%,56.97%
0x7c68c7866a64fa2160f78eeae12217ffbf871fa8,arb,,0xac9650d8,,836185.8933,283,0.15%,57.12%
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,arb,,0xa94e78ef,,693991.6694,281,0.14%,57.26%
0xc2132d05d31c914a87c6611c10748aeb04b58e8f,matic,,0x095ea7b3,,538037.5559,275,0.14%,57.40%
0x0a88bc5c32b684d467b43c06d9e0899efeaf59df,base,,0x64617461,,51197.5222,271,0.14%,57.54%
0x4200000000000000000000000000000000000006,base,,0x095ea7b3,,675555.6817,270,0.14%,57.68%
0x2791bca1f2de4661ed88a30c99a7a9449aa84174,matic,,0x095ea7b3,,235601.4221,269,0.14%,57.82%
0x41c914ee0c7e1a5edcd0295623e6dc557b5abf3c,op,,0x7715ee75,,1805701.185,266,0.14%,57.96%
0x3328f7f4a1d1c57c35df56bbf0c9dcafca309c49,eth,,0x0162e2d0,,1613.67738,253,0.13%,58.09%
0x29469395eaf6f95920e59f858042f0e28d98a20b,eth,,0xe263967e,,132610.836,250,0.13%,58.22%
0x881d40237659c251811cec9c364ef91dc08d300c,eth,,0x5f575529,,65555.91554,250,0.13%,58.35%
0x940181a94a35a4569e4529a3cdfb74e38fd98631,base,,0x095ea7b3,,1456779.722,244,0.13%,58.47%
0x0389879e0156033202c44bf784ac18fc02edee4f,base,,0x2646478b,,161591.75,241,0.12%,58.60%
0xd7ba4057f43a7c4d4a34634b2a3151a60bf78f0d,op,,0x126928c4,,2187359.422,236,0.12%,58.72%
0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,matic,,0x095ea7b3,,248468.1869,235,0.12%,58.84%
0x0a88bc5c32b684d467b43c06d9e0899efeaf59df,zksync,,0x64617461,,51197.5222,233,0.12%,58.96%
0xdef1c0ded9bec7f1a1670819833240f027b25eff,base,,0x415565b0,,651533.6723,232,0.12%,59.08%
0x3328f7f4a1d1c57c35df56bbf0c9dcafca309c49,eth,,0x75713a08,,20489.5837,231,0.12%,59.20%
0xcf77a3ba9a5ca399b7c97c74d54e5b1beb874e43,base,,0xc6b7f1b6,,668750.5068,227,0.12%,59.31%
0x00000000000000adc04c56bf30ac9d3c0aaf14dc,eth,,0x00000000,,378896.2657,227,0.12%,59.43%
0x111111125421ca6dc452d289314280a0f8842a65,eth,,0x07ed2379,,568783.7374,226,0.12%,59.55%
0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,eth,,0x04e45aaf,,1089458.61,224,0.12%,59.66%
0x2da10a1e27bf85cedd8ffb1abbe97e53391c0295,zksync,,0x2cc4081e,,38570.20708,222,0.11%,59.78%
0xdef1c0ded9bec7f1a1670819833240f027b25eff,eth,,0x3598d8ab,,1360268.49,220,0.11%,59.89%
0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,eth,,0x5023b4df,,1089458.61,219,0.11%,60.00%
0xdef1c0ded9bec7f1a1670819833240f027b25eff,eth,,0x803ba26d,,1248499.198,209,0.11%,60.11%
0x280f009e7573f400c1ddeaff4cf1e4750f46fc8e,arb,,0x21ea0c37,,36466.64,205,0.11%,60.21%
0x1e3f1f1ca8c62aabcb3b78d87223e988dfa3780e,arb,,0x738cf0b3,,142562.0333,205,0.11%,60.32%
0x1111111254eeb25477b68fb85ed929f73a960582,base,,0x12aa3caf,,422381.7508,205,0.11%,60.43%
0x03a520b32c04bf3beef7beb72e919cf822ed34f1,base,,0xac9650d8,,804232.7153,203,0.10%,60.53%
0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,eth,,0x70bce2d6,,452471.2227,203,0.10%,60.63%
0x1195cf65f83b3a5768f3c496d3a05ad6412c64b7,base,,0xd123b4d8,,25580.2075,202,0.10%,60.74%
0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,bsc,,0x095ea7b3,,144547.8236,201,0.10%,60.84%
0x000000000022d473030f116ddee9f6b43ac78ba3,eth,,0x0d58b1db,,36466.64,200,0.10%,60.95%
0x6982508145454ce325ddbe47a25d4ec3d2311933,eth,,0xa9059cbb,,437566.1211,199,0.10%,61.05%
0xdef1c0ded9bec7f1a1670819833240f027b25eff,arb,,0x415565b0,,651533.6723,196,0.10%,61.15%
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,arb,,0x2e1a7d4d,,629883.6553,196,0.10%,61.25%
0xcf77a3ba9a5ca399b7c97c74d54e5b1beb874e43,base,,0x5a47ddc3,,906212.8806,195,0.10%,61.35%
0x00000000000000adc04c56bf30ac9d3c0aaf14dc,eth,,0xf2d12b12,,101580.1943,187,0.10%,61.45%
0xdef1c0ded9bec7f1a1670819833240f027b25eff,eth,,0x6af479b2,,1267157.958,186,0.10%,61.54%
0xb9f599ce614feb2e1bbe58f180f370d05b39344e,eth,,0xa9059cbb,,893377.665,181,0.09%,61.64%
0x8ab2ff0116a279a99950c66a12298962d152b83c,eth,,0xa9059cbb,,866164.3075,180,0.09%,61.73%
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,arb,,0x4630a0d8,,216928.1442,178,0.09%,61.82%
0x25ab3efd52e6470681ce037cd546dc60726948d3,eth,,0xc8173c44,,119849.522,177,0.09%,61.91%
0x0b2c639c533813f4aa9d7837caf62653d097ff85,op,,0x095ea7b3,,382939.2206,176,0.09%,62.00%
0x1195cf65f83b3a5768f3c496d3a05ad6412c64b7,base,,0x0bdd6875,,29041.70962,176,0.09%,62.09%
0x00000000000000adc04c56bf30ac9d3c0aaf14dc,eth,,0xfd9f1e10,,78845.77247,176,0.09%,62.18%
0x4bba932e9792a2b917d47830c93a9bc79320e4f7,zksync,,0x83bd37f9,,821147.3313,174,0.09%,62.27%
0x39e098a153ad69834a9dac32f0fca92066ad03f4,zksync,,0xac9650d8,,57585.99086,171,0.09%,62.36%
0x4200000000000000000000000000000000000042,op,,0x095ea7b3,,765279.3198,169,0.09%,62.45%
0x3c499c542cef5e3811e1192ce70d8cc03d5c3359,matic,,0x095ea7b3,,348650.4319,167,0.09%,62.53%
0x7d225c4cc612e61d26523b099b0718d03152edef,eth,,0xa9059cbb,,3404573,164,0.08%,62.62%
0x000000000022d473030f116ddee9f6b43ac78ba3,eth,,0x2a2d80d1,,36466.64,162,0.08%,62.70%
0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,eth,,0xa9059cbb,,3404573,162,0.08%,62.78%
0x0000000000c2d145a2526bd8c716263bfebe1a72,eth,,0x32389b71,,675849.8384,161,0.08%,62.87%
0x4ed4e862860bed51a9570b96d89af5e1b0efefed,base,,0x095ea7b3,,523183.4321,160,0.08%,62.95%
0x89b8aa89fdd0507a99d334cbe3c808fafc7d850e,bsc,,0x83bd37f9,,1325688.53,156,0.08%,63.03%
0x135896de8421be2ec868e0b811006171d9df802a,eth,,0xd3454a35,,401364.455,155,0.08%,63.11%
0x1d0188c4b276a09366d05d6be06af61a73bc7535,linea,,0xd3115a8a,,38451.93667,153,0.08%,63.19%
0x576e2bed8f7b46d34016198911cdf9886f78bea7,eth,,0xa9059cbb,,3404573,151,0.08%,63.27%
0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,arb,,0x095ea7b3,,522565.18,151,0.08%,63.34%
0x41c914ee0c7e1a5edcd0295623e6dc557b5abf3c,op,,0x7ac09bf7,,1828137.386,149,0.08%,63.42%
0x2170ed0880ac9a755fd29b2688956bd959f933f8,bsc,,0x095ea7b3,,184982.826,149,0.08%,63.50%
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,arb,,0xd0e30db0,,626092.202,148,0.08%,63.57%
0xf132bdb9573867cd72f2585c338b923f973eb817,op,,0x24856bc3,,857967.91,147,0.08%,63.65%
0x1111111254eeb25477b68fb85ed929f73a960582,bsc,,0x12aa3caf,,422381.7508,143,0.07%,63.72%
0x8ab178c07184ffd44f0adff4ea2ce6cfc33f3b86,base,,0xbd367d8e,,2392604.51,142,0.07%,63.80%
0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,eth,,0xa9059cbb,,2294728.11,141,0.07%,63.87%
0x6352a56caadc4f1e25cd6c75970fa768a3304e64,arb,,0x90411a32,,422007.2431,140,0.07%,63.94%
0x1258d60b224c0c5cd888d37bbf31aa5fcfb7e870,eth,,0xa9059cbb,,1703210.76,140,0.07%,64.01%
0xaa277cb7914b7e5514946da92cb9de332ce610ef,arb,,0xac9650d8,,177484.5611,138,0.07%,64.08%
0x6131b5fae19ea4f9d964eac0408e4408b66337b5,matic,,0xe21fd0e9,,443918.0147,137,0.07%,64.15%
0x4b821ad0f3c789cf92b068eb01c2011116a1de29,arb,,0x21ea0c37,,36466.64,137,0.07%,64.23%
0xec7be89e9d109e7e3fec59c222cf297125fefda2,matic,,0x3593564c,,72068.03256,136,0.07%,64.30%
0x735adbbe72226bd52e818e7181953f42e3b0ff21,eth,,0xb1a1a882,,608286.411,135,0.07%,64.36%
0xbff4cbe9231c16fb79c831c7bcccd6a6c5b89e0c,matic,,0x5c90bf79,,48285.43,135,0.07%,64.43%
0x227f65131a261548b057215bb1d5ab2997964c7d,base,,0x379607f5,,2472144.82,135,0.07%,64.50%
0x4c4e4497568a7c831efa4efae23ac4d99d4fe7a0,base,,0x21ea0c37,,36466.64,134,0.07%,64.57%
0x29469395eaf6f95920e59f858042f0e28d98a20b,eth,,0xe7efc178,,42728.8525,133,0.07%,64.64%
0x1bb9b64927e0c5e207c9db4093b3738eef5d8447,eth,,0x095ea7b3,,914326.1418,133,0.07%,64.71%
0xc2132d05d31c914a87c6611c10748aeb04b58e8f,matic,,0xa9059cbb,,314027.0027,132,0.07%,64.78%
0x4c9edd5852cd905f086c759e8383e09bff1e68b3,eth,,0x095ea7b3,,938264.9835,132,0.07%,64.85%
0x111111125421ca6dc452d289314280a0f8842a65,base,,0x07ed2379,,568783.7374,132,0.07%,64.91%
0xd511c5bedaff22390c6da217d33186a67e111213,zksync,,0x629374ab,,34413.1675,131,0.07%,64.98%
0x16613524e02ad97edfef371bc883f2f5d6c480a5,base,,0x7715ee75,,1934680.569,131,0.07%,65.05%
0x5f6ae08b8aeb7078cf2f96afb089d7c9f51da47d,eth,,0xba1f77e8,,534472.2735,131,0.07%,65.12%
0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,avax,,0x095ea7b3,,342757.6432,131,0.07%,65.18%
0xa65832eb8ec1b11eb85c9aff38bab6074038d8dc,avax,,0x21ea0c37,,36466.64,127,0.07%,65.25%
0xb4315e873dbcf96ffd0acd8ea43f689d8c20fb30,avax,,0xb066ea7c,,341684.2165,127,0.07%,65.31%
0x55d398326f99059ff775485246999027b3197955,bsc,,0x23b872dd,,18237.21,127,0.07%,65.38%
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,arb,,0xa9059cbb,,325978.645,124,0.06%,65.44%
0xdef1c0ded9bec7f1a1670819833240f027b25eff,matic,,0x415565b0,,651533.6723,121,0.06%,65.51%
0x6131b5fae19ea4f9d964eac0408e4408b66337b5,eth,,0x8af033fb,,621894.4326,121,0.06%,65.57%
0xf0d4c12a5768d806021f80a262b4d39d26c58b8d,eth,,0x5c9c18e2,,476781.8257,121,0.06%,65.63%
0xcf77a3ba9a5ca399b7c97c74d54e5b1beb874e43,base,,0x0dede6c4,,1079822.924,120,0.06%,65.69%
0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,eth,,0xa415bcad,,660150.66,118,0.06%,65.75%
0x9560e827af36c94d2ac33a39bce1fe78631088db,op,,0x095ea7b3,,870918.9355,116,0.06%,65.81%
0xf6d1b85af155229acd7b523601148585a1ff67c6,matic,,0x2e4dbe8f,,806942.1205,115,0.06%,65.87%
0x159854e14a862df9e39e1d128b8e5f70b4a3ce9b,arb,,0x30b70002,,844003.1754,115,0.06%,65.93%
0xf8ebf4849f1fa4faf0dff2106a173d3a6cb2eb3a,eth,,0xa9059cbb,,3404573,115,0.06%,65.99%
0xd48e3caf0d948203434646a3f3e80f8ee18007dc,zksync,,0xe95a644f,,90850.28102,114,0.06%,66.05%
0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,eth,,0x3925c3c3,,117930.2196,114,0.06%,66.11%
0x912ce59144191c1204e64559fe8253a0e49e6548,arb,,0x23b872dd,,36466.64,114,0.06%,66.17%
0xe3e3a6cf662a6d7b2b8a60e8ae44636c7e014476,arb,,0x08c7750e,,1821537.814,113,0.06%,66.22%
0xb4315e873dbcf96ffd0acd8ea43f689d8c20fb30,avax,,0x2a443fae,,181516.3697,113,0.06%,66.28%
0x29469395eaf6f95920e59f858042f0e28d98a20b,eth,,0x4658ad62,,47881.57143,112,0.06%,66.34%
0x4200000000000000000000000000000000000006,base,,0xd0e30db0,,1136356.369,111,0.06%,66.40%
0xae7ab96520de3a18e5e111b5eaab095312d7fe84,eth,,0x095ea7b3,,791843.3253,111,0.06%,66.45%
0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,arb,,0x095ea7b3,,422110.6082,109,0.06%,66.51%
0x16613524e02ad97edfef371bc883f2f5d6c480a5,base,,0x7ac09bf7,,2396053.232,108,0.06%,66.57%
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,eth,,0x23b872dd,,88071.95,107,0.06%,66.62%
0x9e6ef7f75ad88d4edb4c9925c94b769c5b0d6281,arb,,0x2e4dbe8f,,797039.625,107,0.06%,66.68%
0x29469395eaf6f95920e59f858042f0e28d98a20b,eth,,0xc87df1c2,,132863.6003,107,0.06%,66.73%
0xf77bd7c05598e094bc06e34bb81c07bd3b091db1,zksync,,0x6c401d9d,,25178.61741,107,0.06%,66.79%
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,eth,,0x0b86a4c1,,1043585.197,106,0.05%,66.84%
0x90c8e0f9441b6045b99c9f90aa4812f6ff26bbb1,eth,,0x837d8cf4,,36466.64,106,0.05%,66.90%
0x6352a56caadc4f1e25cd6c75970fa768a3304e64,bsc,,0x90411a32,,422007.2431,105,0.05%,66.95%
0x7573933eb12fa15d5557b74fdaff845b3baf0ba2,matic,,0x350f7198,,43126.29,105,0.05%,67.00%
0x15e6e0d4ebeac120f9a97e71faa6a0235b85ed12,eth,,0xa9059cbb,,647478.7533,104,0.05%,67.06%
0xbf22f0f184bccbea268df387a49ff5238dd23e40,arb,,0x1114cd2a,,678740.6524,104,0.05%,67.11%
0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,op,,0x095ea7b3,,91274.17068,103,0.05%,67.16%
0x6a7eff1e2c355ad6eb91bebb5ded49257f3fed98,eth,,0xa9059cbb,,1148642.167,101,0.05%,67.22%
0x4f09bab2f0e15e2a078a227fe1537665f55b8360,base,,0xc00007b0,,6208964.04,100,0.05%,67.27%
0xe832e655e4c3c36b2be5256915ecf8536a642f59,zksync,,0x6e5129d1,,19339.5,100,0.05%,67.32%
0xfdc28cd1bfebf3033870c0344b4e0bee639be9b1,eth,,0xadc9772e,,344649.3492,100,0.05%,67.37%
0x40a50cf069e992aa4536211b23f286ef88752187,eth,,0x322bba21,,162424.1799,99,0.05%,67.42%
0x1111111254eeb25477b68fb85ed929f73a960582,op,,0x12aa3caf,,422381.7508,99,0.05%,67.47%
0x0e79459d098815bab924fb7a8a266448268b9650,avax,,0x64617461,,0,98,0.05%,67.52%
0x493257fd37edb34451f62edf8d2a0c418852ba4c,zksync,,0x095ea7b3,,904533.7509,98,0.05%,67.57%
0x514910771af9ca656af840dff83e8264ecf986ca,eth,,0xa9059cbb,,3852585.94,97,0.05%,67.62%
0xef4fb24ad0916217251f553c0596f8edc630eb66,arb,,0xb9303701,,152525.0345,97,0.05%,67.67%
0x5422aa06a38fd9875fc2501380b40659feebd3bb,arb,,0x39f7df5f,,605812.6882,96,0.05%,67.72%
0xebc85d44cefb1293707b11f707bd3cec34b4d5fa,arb,,0x8e2eba09,,777185.338,96,0.05%,67.77%
0xc46c966dd05447dec36152254306feffd0116338,zksync,,0xfd9f1e10,,10503.75,95,0.05%,67.82%
0x00b2149d89677a5069ed4d303941614a33700146,base,,0xc00007b0,,4381147.82,95,0.05%,67.87%
0x3593d125a4f7849a1b059e64f4517a86dd60c95d,eth,,0xa9059cbb,,3404573,95,0.05%,67.92%
0x0000000000000068f116a894984e2db1123eb395,eth,,0xf2d12b12,,69544.82048,94,0.05%,67.97%
0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,matic,,0xa9059cbb,,55544.03696,94,0.05%,68.02%
0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,eth,,0x095ea7b3,,753997.4879,94,0.05%,68.06%
0xb58a659eee982fe4e6ce0c2c37ebd0f7e8224d7e,eth,,0x304c2c03,,727120.8338,94,0.05%,68.11%
0x4200000000000000000000000000000000000006,base,,0x2e1a7d4d,,684464.0397,94,0.05%,68.16%
0xcf77a3ba9a5ca399b7c97c74d54e5b1beb874e43,base,,0x903638a4,,603345.697,94,0.05%,68.21%
0x316e992a96c1a6dafececea5ca4e6d37896b3cb9,arb,,0x379607f5,,180775.91,93,0.05%,68.26%
0xd1f3d2f5c12a205fc912358878b089eae48a557f,eth,,0xa9059cbb,,3404573,93,0.05%,68.30%
0x1d6b183bd47f914f9f1d3208edcf8befd7f84e63,base,,0x57bc3d78,,35616.02418,93,0.05%,68.35%
